author,comment,sentiment,positive_score,negative_score,sentiment_score,channel,title
anthayudha4461,Apa msih ga malu maksa Shell dkk hrus beli BBM dr Pertamina? Nanya doang 😅,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
pebrylizantoro3974,Ya ampun,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
MartiahSantoso-d9q,Ws keadaan ekonomi rakyat lagi susah ditambah motor rusak gara2 pertalite campuran menyusahkan rakyat kecil sja harusnya bisa buat makan malah buat service motor apa GK ngirit ngirit kita,negatif,0,2,-2,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
TotokTriasmono1973,"Usut tuntas
Seperti nya sabotase nih... 
Upaya menurunkan citra Pertamina",netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
alinakalista4617,.orang yg melakukan kecurangan ga takut dosa  besuk di alam kubur.,negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
muhammadvathan6668,buktinya motor sy kemarin ke bengkel karena mogok busy dll rusak.,negatif,0,1,-1,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
PANGLIMA-t5y,"Itu ulahnya sopir tangki bbm pak , jangan salahkan pertamina , yg ngisi air itu sopir tangkinya , sy sering lihat diperjalanan sopir tangki berhenti lama skali , la disitu banyak drum , la disitu sopir mencuri bbm lalu diganti dgn air , tangkap semua sopir tangki bbm lalu ditanyai satu persatu nanti kan ngaku , pelakunya jelas sopir tangki minyak bbm bukan pertamina",negatif,1,2,-1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
YayanAzura,Minyak bensin yang bagus,positif,1,0,1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
buhorimuslim3014,"Saya yg di surabaya mengalami sendiri, dan motor² 90% mangkrak gara² isi pertalite dan yg baru datang semuanya kendala brebet. Dan bau kurasan pertalite baunya aneh agak bau tiner dikit. 
Kemungkinan besar jatim dibuat percobaan etanol bahlil",negatif,0,3,-3,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
DinoLimawan-w6o,pemerintah engga bener bikin masyarakat susah mangkanya pemerintah sdh tidak percaya sama pertamina ya salahnya sendiri ulah sendiri dr pertamina,negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
YAKUBJAYA-k3l,Mending tutup aja PT Pertamina Persero gak usah jual air cukup PDAM aja,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
buhorimuslim3014,"Saya yg di surabaya mengalami sendiri, dan motor² 90% mangkrak gara² isi pertalite dan yg baru datang semuanya kendala brebet. Dan bau kurasan pertalite baunya aneh agak bau tiner dikit. 
Kemungkinan besar jatim dibuat percobaan etanol bahlil",negatif,0,3,-3,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
HasimHasim-g6h7s,Q juga sebagae korban atas pertalaet oplosan.mengucapkan sangat² hebat PT pertamina telah membuat sengsara.negara telah memberi penghargaan kpd PT pertamina brupa .DANCUX.,positif,1,0,1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
wahyudjatmiko1618,"Apa rakyat lagi yg harus bertindak turun tangan adili setan setan pembuat rakyat susah dgn cara hukum rimba,,, rakyat lho rakyat jgn salah,,,",negatif,0,2,-2,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
Sanjaya-lp7sd,"Mudahnya bikin gaduh di konoha...!!
Kasus2 korup kakap gk bisa kelar, harus di alihkan mata publik ke isu yg waooo...😂😂😂
Biar publik lupa daratan di bikin mabuk terus oleh isu ...!",negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
AyuEkafahmi,emang tau bahlil...mtr w isi pertalite brebet w masih berfikir positif w isi lagi pertalit makin parah...w tunggu sampe habis trus w isi pertamax hasil nya gag brebet...itu sebenernya di campur apa sih bahlil apa minyak tanah lu campur pertalite...,positif,1,0,1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
carelindwinaf6777,"Betul bro, bukanganti motor, ganti mentri yg waras.",positif,1,0,1,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
Mari_Selalu_Berbuat_Kebaikan,"Mari selalu berbuat banyak kebaikan, nam myoho renge kyo",netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
KoretPal,Malah bikin susah,negatif,0,1,-1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
difa-c7n,Punya ku jg sma abis isi mcet,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
efendyyodianto492,"Bohong itu mbak , urusan sama otak maling si bedul . Hati hati .
Buang waktu tenaga dan pikiran . 😂",negatif,0,2,-2,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
mabiring5719,Suruh Bahlil yg bayar,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
rizalalfatih5134,Gak isi bensin disana lagi dah,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
HarTono-eb8ej,"Oknum tertentu ben batine tambah akeh bos ,",negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
AjieGilang,Mungkin bisa jadi tampungan BBM yg ada tempat bocor apabila hujan air bisa masuk walau di lihat gak mungkin.tpi bisa jadi.tempat simpanan BBM itu bisa masukin air,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
takimaim8419,Suroboyo ndi iki ?,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
Tohirin11-l2u9o,Matane Mentri kongkon  meker gak bisa nirul  luar negri,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
pinalymint,"masih sabar rakyat sama pertamina.
kapan dinepalkan",netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
iperjitupalongan7104,Surabaya lagi rame motor mogok setelah isi perlaite dari spbu,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
Hamdi_Djohari,Makin hancur aja tuh manajemen  pengimport BBM,negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
sugiantofadli8588,Motor brebet,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
bagussurya276,Ampun wo.. Hancur Indonesia gegara 1 mahkluk.,negatif,0,1,-1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
SatriaIndra-b5g,Lihat ini bahlil. Mao ngeles apa lagi bahlil,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
Leklas-k3b,Kok ma af di pecat sudah nggak ada orang lain yang bisa  gitu,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
Syamsuri-l4c,ini sabotaze ...prmainan politik...,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
WeNeverKnw,Minta maaf clear aduh enaknya jadi penguasa gak pernah mikirin kerugian masyarakat yang terdampak 😂,negatif,0,1,-1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
harrylenardi2502,Cape deh. Bahlil,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
boossjj,andai dulu japang berhasil menjajah behh jadi negara maju indonesia,positif,2,0,2,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
SugihartoSugiharto-y8p,Emang asu tenan..rakyat di bikin susah terus kayanya...,negatif,0,1,-1,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
johangoo3901,Harus persiden tegas motor mobil hacur,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
Supriono54,Ini perbuatan bahlil,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
muhfaruq9950,"yaa begitulah indonesia yang punya jabatan dan uang bebas mau ngapain saja undang'' dan hukumnya cuman perlaku buat orang yg gak ber uang.
sekarang rakyat harus tegas bersatu untuk ke adilan.",netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
gavioduck2338,Pilih swasta,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
diandeby7245,"Bosen bisae rugikan rakyat ..korup, hukum😒...",negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
abunurulrahmaauliatsani666,Bahlil bin bahlul harus dituntut ke pengadilan Pejabat yg membuat susah Rakyat.,negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
rafdakomunika7150,Ini lah kondisi parah perusahaan pemerintah ..,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
BergomiBergomi,baru kejadian.. baru investigasi.. proses diawal gmn donk hadee..m,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
samsulmuarifin7454,"Setelah Jokowi tetep Pertamina ..di bulan Oktober banyak yg mogok 
Dicampur apa",netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
HelenaLumbanraja-j4g,Hukum itu manusia yg tidak jujur,positif,1,0,1,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
budikusyanto1072,Langsung saja di segel SPBU nya pak,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
antondanovanmc1734,Udah bener ada SHELL apa sih indonesia ini bikin napok jidat 🤦🏿 ga paham sama pemerintahan skrg,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
gimbaldieng8688,Kalo pertamax bagaimana ??,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
arifsutoaji304,Jangan percaya Bahlil itu mulutnya mencla mencle.,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
triindahsusilowati6579,Salam brebet dari Tulangan Sidoarjo dengan gampange Pertamina oleh mutusi mintak maaf .  merugikan masyarakat,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
EkoDarianto-h1l,hanya minta maaf...?pertamina tanggung jawabmu mana..?,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
AangGanteng-n1v1b,"ULAH SEGELINTIR OKNUM TAPI YANG TERDAMPAK JUTAAN ORANG.
KENDARAAN GUA DI SUBANG MENGALAMI KASUS SERUPA. BAHKAN SEJAK 1 TAHUN YANG LALU. GUA JUGA CURIGA KUWALITAS BBM YANG ADA DI SPBU WILAYAH JABAR SUDAH JAUH DIBAWAH STANDAR",netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
KresnaPrameswara,Ngisi pertamax dong biar gk mogok 😂,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
ahmadzubair3107,"bahlil oiii bahlil liat tuh mana bisa ethanol dijadikan capuran untuk BBM yang unsurnya kimia nya jauh berbeda. masih bagus bbm di campur dengan minyak tanah dahulu keluhan rakyat tidak banyak kaya sekarang padahal bahlil rencananya, ternyata bukan rencana tapi sudah dicampur ya. bahlil bahlil bahlul.",positif,1,0,1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
amungdoc3969,Waduuhhh....,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
JokoSusilo-o5i,"Pertamina sarang koruptor dan penipu ponaumen.
Ga tau malu lagi....",negatif,0,2,-2,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
ngatmam,Beli Pertamax ternyata motor nyandat2 .,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
taufanhendrawan-x5v,coba di gresik pak parah,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
wakhidin18628,YLKI dimanaaaa???,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
teukuhabibi1312,Motor Vario baru keluar diller 5 hari mesin sehat 100% hari ini isi pertalite beberapa km jalan motor mogok  dan saya coba kuras pakai selang bau tidak setajam pertalite dulu dan berasa seperti alkohol. Lokasi Sidoarjo kota,negatif,0,1,-1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
LilisNapiro,Itu benar banget mobil kita sampai bongkar mesin,positif,1,0,1,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
AlamDanair,"Montor ku mbrebet""tiplok ngae bensin pretalit..saiki mlh tak ganti pretamak.normal neh koyo biasa ne.tak servis ne nek diler.alhamdulilah saiki tambah normal neh.saiki tak ganti pretamax",negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
ugas_8238,itukan sengaja dicampur etanol sama sibahlul,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
nickykepet8807,"Kenapa bahlil kok gak di ganti/di nonaktifkan sama pemerintah,. Asli negara konoha parah smua",netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
UntomoSuwadi,Motor 1 service rata rata250an ribu....pertamina cuma minta maaf,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
MIKCHANEL-q2w,Bukan etanol lagi tapi air campuran nya,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
Sinchan-m5l,Minta maaf doang xianjing ini. Tnagkap dalang pengoplos bbm itu. Kami tau sekarang alasan shell g mau beli bbm oplosan kalian😂😂😂😂😂,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
pondrapratama8642,Bahlul blok,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
wisnusuyoso9627,"Bertahun tahun jualan bensin .......
G pernah bisa profesional.....
Yang beli cash semua ....",positif,1,0,1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
Jaka-kc4vk,"PRABOWO, PECAT DAN ADILI BAHLIL..!",netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
JefriFatih-x2k,"ttp termull bener "" bikin rusak.",negatif,0,1,-1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
arminbakri3873,Reshuffle Pak Bahlil la hadalia!!!,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
PurworejoPurworejo-qr6yi,Pak Presiden Prabowo Subianto menteri2 titipan Jokowi ambyar harapan Rakyat Indonesia bikin gaduh pemerintah lagi,positif,1,0,1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
healahh1451,SPBU Surabay kek nya,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
Sanjaya-lp7sd,"Harus di nepalkan itu dirut pertmina dn mentri SDMnya...!!
Jika terus2san merugikan rakyat buat apa punya pertAminA, udh mahal oplosan pula.",negatif,0,1,-1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
Muhtadi-t7s,"Demo Pertamina AE Kediri kota 
Motor mbrebet",negatif,0,1,-1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
dimasadinda2933,"Bahlil bedes gk punya malu kerja gagal sbgai mntri klo djepang bunuh diri atau mundur dri jabatan,tpi emng indonesia tdk punya malu harga diri lemah dlm apapun.",negatif,0,1,-1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
Cuff-re8ej,kasih sabun cuci 2..  3 tetes atau secukupnya. biat tanki ga gampang karatan kasih oli dikit buat campur.,netral,0,0,0,Bang Alie,bbm oplosan ethanol #info #mekanik #OTOMOTIF
mattukin4585,Mentri Bento,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
Kangmasebro,"Bensin terindikasi dikombo ama etanol...
Akirnya yg isi bbm kudu engkol dan dongkol
Yg kombo emang....
Etano= eta otak nol...😂
Nol pmp
Nol ppkn
Nol empati...
Nol..ape aje...🤣🤣",negatif,0,1,-1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
irfanarisandy8860,Aku dah 3 kali kenak gara gara itu ganti karburator aku sekali,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
mieKare-i2y,"Tetanggaq kemarin jg sama mogok spdnya,bayangin mogok didesa yg jarang bengkel..pusinglah..
Hbz brp itu..
Tetanggaq yg lain mobilnya jg kena..walah..
Ra wedi kualat..
Omong2 kita daerah waru,perlu diselidiki semua pom waru..",netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
NurCoiron,klau para pejabat salah GK ada masalah cobak klau rakyat kecil lnsung penjara...,negatif,0,2,-2,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
MustofaAlli-vn1yi,Hanya sekedar minta maaf tanpa ganti rugi?,negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
kiwitmalang1411,Dah gak percaya pertamina.. ganti pom warna ijo,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
AbdurRosid-p8l,pecat di Bahlil biar rakyat tidak menambahkan penderitaan,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
bayutrihernowo5924,Bisa di tuntut ga sih ini? Gedek bgt,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
wirdimusowwir5297,Ganti rugi ke warganya masa ga ada?,negatif,0,1,-1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
andriwibi2360,Pk mentrine sate nen,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
MaminSyahruni,BUMN di bentuk oleh rezim memang untuk menyengsarakan rakyat bkn mensejahterakan.,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
Umar-c6f4o,Gara gara lilil bahlillll,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
boshartono-q2n,motor metix baet baru 1 thn akhir2 ini brebet setelah isi pertalite di daerah surabaya timur,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
ahanabenkbruno,"Di kalsel juga , saya merasakan dan saya menguras eh kecuan bau alkohol , mogok"" mulu",negatif,0,1,-1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
DaniSuharto,Halo rakyat..jangan diam ..nepalkan para penjahat pengelola negri kita...,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
tomotbae4404,"Kalo saat Bahlul sidak .
Langsung Bersih dan murni semua ya 
.
Ini Sidak Reel tanpa Di seting",positif,1,0,1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
Henzo-e1e,Ini tuh gara gara ETHANOL banyak. Nanti pura pura ga tau pasti.,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
ninaelysa438,aku pernah bbm habis di isi di pom daerahku stelah jlan kurang lebih 100 mtr langsung ke bengkel..ternyata tangki isinya air,negatif,0,1,-1,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
DonyHariyanto-w2k,"Adakah yg bertanggung jawab atas kejadian ini semua,jangan kau biarkan lagi2 rakyat kecil kalian jadikan korbannya,sudah cari makan susah kalian malah menambahi beban servis motor dimana otak kalian(petinggi&pejabat negara ini)",negatif,0,1,-1,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
ekohadi4329,"Saya baru beli sepeda motor mengisi Pertalite di Pertamina, kemudian mesin bertambah kasar.
    Saya tidak menyalakan Operator pertemina ,
Dimana tanggung Jawab dari Direksi dan Menteri BUMN.
    Bukan diservis atau Businya diganti Itu Bukan Solusinya.
Mana tanggung jawabnya.",netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
francoman07,Kerjanya ngatur aja tidak becus. Karyawan saja di seleksi ketat. Mentri kok tidak ada seleksi,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
anindya_indo,Biar bisa korupsi beli/ impor dari negara luar,negatif,0,1,-1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
beyoung1313,"Udh ga beres ini,,,tolong pak prabowo di singkirin ajj lah pejabat² korup,,pejabat ABS asal bpk senang seperti si bahlul,,ga mampu kerja otak kosong,,omong gede doang,,, harga petalite 10 rb,,susidi 4 rb masa pertamina rugi,,,ga bener ini,,,",negatif,1,2,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
kang_baharsah2497,Nanti alasan Emang nya ada struk nya?,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
